"algorithm","instance","seed","final_best_error","total_cost"
"dehb_style","168329","7","-38.62319564819336","168510.61715841293"
"dehb_style","168329","8","-37.83769989013672","161984.63557124138"
"dehb_style","168329","9","-46.629981994628906","327623.81944155693"
"dehb_style","168330","0","-71.8990707397461","152702.71081209183"
"dehb_style","168330","1","-69.78258514404297","116681.60549402235"
"dehb_style","168330","2","-67.56140899658203","119662.31675100328"
"dehb_style","168330","3","-74.37814331054688","98281.9917974472"
"dehb_style","168330","4","-72.18982696533203","274266.94652223587"
"dehb_style","168330","5","-75.20720672607422","138729.21259903908"
"dehb_style","168330","6","-70.25791931152344","160316.57563066485"
"dehb_style","168330","7","-66.27995300292969","107903.4413113594"
"dehb_style","168330","8","-66.50244903564453","219390.7207999229"
"dehb_style","168330","9","-71.52751922607422","378969.3848209381"
"dehb_style","168331","0","-80.3657455444336","94864.7125570774"
"dehb_style","168331","1","-82.63277435302734","69610.23601293564"
"dehb_style","168331","2","-83.46284484863281","82341.46207129955"
"dehb_style","168331","3","-80.87950134277344","88506.7650847435"
"dehb_style","168331","4","-81.61239624023438","155908.10291957855"
"dehb_style","168331","5","-83.27102661132812","244574.0275708437"
"dehb_style","168331","6","-84.62325286865234","85978.10607528687"
"dehb_style","168331","7","-77.12996673583984","100963.59864473344"
"dehb_style","168331","8","-76.97319793701172","139281.81761336327"
"dehb_style","168331","9","-77.45491027832031","235144.270717144"
"dehb_style","168335","0","-98.05152893066406","291499.1563255787"
"dehb_style","168335","1","-98.41644287109376","401256.9328150749"
"dehb_style","168335","2","-96.6219482421875","76382.89919674397"
"dehb_style","168335","3","-98.1396026611328","100540.48360037804"
"dehb_style","168335","4","-94.82694244384766","101440.7064293623"
"dehb_style","168335","5","-94.14107513427734","138826.93867647648"
"dehb_style","168335","6","-97.95182037353516","83802.95101946592"
"dehb_style","168335","7","-95.60541534423828","117084.28568840028"
"dehb_style","168335","8","-97.36209106445312","369383.4400188923"
"dehb_style","168335","9","-98.16267395019533","269212.1998382807"
"dehb_style","168868","0","-98.72677612304688","102777.47040981054"
"dehb_style","168868","1","-98.7172622680664","67896.15385818481"
"dehb_style","168868","2","-98.72030639648438","42680.84945333004"
"dehb_style","168868","3","-98.7172622680664","44468.53430294991"
"dehb_style","168868","4","-98.71764373779295","46564.01508188248"
"dehb_style","168868","5","-98.64234924316406","83987.1316306591"
"dehb_style","168868","6","-98.74427032470705","39697.50637248159"
"dehb_style","168868","7","-98.15586853027344","77781.84044289589"
"dehb_style","168868","8","-98.62677001953124","79077.47377681732"
"dehb_style","168868","9","-98.71536254882812","60239.78695511818"
"dehb_style","168908","0","-91.59529113769533","1007921.177797556"
"dehb_style","168908","1","-93.01148223876952","922100.8194742204"
"dehb_style","168908","2","-85.6831283569336","848825.0776634216"
"dehb_style","168908","3","-87.87325286865234","1000577.6852383614"
"dehb_style","168908","4","-86.63201904296875","972360.6949930192"
"dehb_style","168908","5","-91.88007354736328","963418.4757463932"
"dehb_style","168908","6","-90.43242645263672","944810.9477872849"
"dehb_style","168908","7","-75.9854507446289","555085.7989840508"
"dehb_style","168908","8","-82.35853576660156","848379.1784677505"
"dehb_style","168908","9","-85.83802032470703","939531.226518154"
"dehb_style","168910","0","-87.58081817626953","187079.5566902161"
"dehb_style","168910","1","-87.6382827758789","243424.3011875153"
"dehb_style","168910","2","-85.72281646728516","239549.9397521019"
"dehb_style","168910","3","-86.94312286376953","292538.5058736801"
"dehb_style","168910","4","-69.22747039794922","156272.98221588135"
"dehb_style","168910","5","-85.86154174804688","213421.31228613853"
"dehb_style","168910","6","-69.71215057373047","127556.44195222856"
"dehb_style","168910","7","-86.75043487548828","230738.50143623352"
"dehb_style","168910","8","-69.92868041992188","104395.36304163931"
"dehb_style","168910","9","-72.29264831542969","104929.30194568634"
"dehb_style","189354","0","-86.74675750732422","1019490.910098076"
"dehb_style","189354","1","-90.2519302368164","590946.576479435"
"dehb_style","189354","2","-77.39761352539062","276207.42028045654"
"dehb_style","189354","3","-89.02005004882812","416418.1978626251"
"dehb_style","189354","4","-77.07573699951172","457776.3678135872"
"dehb_style","189354","5","-85.2049789428711","490353.9584803581"
"dehb_style","189354","6","-86.97869110107422","903280.5790925026"
"dehb_style","189354","7","-76.63855743408203","306114.50784158707"
"dehb_style","189354","8","-70.94183349609375","346364.9274072647"
"dehb_style","189354","9","-92.840576171875","549226.8432364464"
"dehb_style","189862","0","-85.54072570800781","35037.64040124416"
"dehb_style","189862","1","-88.39347839355469","46244.82616972923"
"dehb_style","189862","2","-90.0335922241211","27133.852433919907"
"dehb_style","189862","3","-93.21720123291016","75341.39133381844"
"dehb_style","189862","4","-90.16808319091795","28659.60115045309"
"dehb_style","189862","5","-89.67626190185547","65603.11032772064"
"dehb_style","189862","6","-86.07121276855469","48991.18022048473"
"dehb_style","189862","7","-90.01240539550781","59586.409172058105"
"dehb_style","189862","8","-87.8712158203125","58617.89089000225"
"dehb_style","189862","9","-90.06206512451172","47045.01074409485"
"dehb_style","189865","0","-97.44654846191406","53358.76355743408"
"dehb_style","189865","1","-97.64616394042967","74757.34359169006"
"dehb_style","189865","2","-96.1946258544922","35036.6839158535"
"dehb_style","189865","3","-97.39586639404295","68872.86766314507"
"dehb_style","189865","4","-94.83206176757812","86004.3762948513"
"dehb_style","189865","5","-97.5479965209961","90814.38569760324"
"dehb_style","189865","6","-97.58296966552734","53761.74345356226"
"dehb_style","189865","7","-94.7936782836914","70257.55636525154"
"dehb_style","189865","8","-94.21114349365234","53435.81353846192"
"dehb_style","189865","9","-97.73538970947266","56597.69062173367"
"dehb_style","189866","0","-89.48345184326172","1211644.4272651672"
"dehb_style","189866","1","-89.97526550292969","1117337.9336657524"
"dehb_style","189866","2","-85.5995101928711","724869.8658378124"
"dehb_style","189866","3","-85.59620666503906","815295.7957656384"
"dehb_style","189866","4","-71.84708404541016","587050.5602412224"
"dehb_style","189866","5","-89.40996551513672","1449454.457741499"
"dehb_style","189866","6","-86.81372833251953","571345.5580108166"
"dehb_style","189866","7","-86.4446792602539","315613.73078632355"
"dehb_style","189866","8","-72.04674530029297","599644.8292107582"
"dehb_style","189866","9","-84.0516128540039","676666.4019594193"
"dehb_style","189873","0","-95.29488372802734","1886531.888656616"
"dehb_style","189873","1","-96.43704223632812","1554908.7300386429"
"dehb_style","189873","2","-94.97254180908205","1054188.035621643"
"dehb_style","189873","3","-96.5285186767578","1169705.0521974564"
"dehb_style","189873","4","-94.22277069091795","769351.7124862671"
"dehb_style","189873","5","-96.14421844482422","1486360.1144571304"
"dehb_style","189873","6","-94.20352172851562","1192719.0326604843"
"dehb_style","189873","7","-94.23802947998048","1500404.3918075562"
"dehb_style","189873","8","-95.5221710205078","1739790.498764038"
"dehb_style","189873","9","-98.10519409179688","2082738.003501892"
"dehb_style","189905","0","-94.0572738647461","54830.29690182209"
"dehb_style","189905","1","-95.52989959716795","50772.41409701109"
"dehb_style","189905","2","-94.70419311523438","32385.314224541187"
"dehb_style","189905","3","-95.62384796142578","49784.70506215096"
"dehb_style","189905","4","-95.84266662597656","98449.6100168228"
"dehb_style","189905","5","-95.35000610351562","71701.01319253445"
"dehb_style","189905","6","-94.62245178222656","42468.768541157246"
"dehb_style","189905","7","-94.35617065429688","37202.91700720787"
"dehb_style","189905","8","-95.0091552734375","87980.17162317038"
"dehb_style","189905","9","-95.50118255615234","128134.60550928116"
"dehb_style","189906","0","-93.55457305908205","59649.8074991703"
"dehb_style","189906","1","-93.58307647705078","51262.41967391968"
"dehb_style","189906","2","-88.6301040649414","22521.896051049232"
"dehb_style","189906","3","-93.46192169189452","68306.8409690857"
"dehb_style","189906","4","-88.198974609375","42359.94833064079"
"dehb_style","189906","5","-93.12200927734376","81514.73947024345"
"dehb_style","189906","6","-93.18629455566406","66845.33138084412"
"dehb_style","189906","7","-93.48065948486328","61010.41593170166"
"dehb_style","189906","8","-92.1238021850586","40457.7551869452"
"dehb_style","189906","9","-93.5603485107422","180068.0774281025"
"dehb_style","189908","0","-91.63062286376952","345223.85072493553"
"dehb_style","189908","1","-94.45917510986328","426134.4021368027"
"dehb_style","189908","2","-91.70378875732422","364501.4235634804"
"dehb_style","189908","3","-91.92507934570312","324595.05865859985"
"dehb_style","189908","4","-87.49739074707031","567595.8394947052"
"dehb_style","189908","5","-92.68856048583984","408272.26719760895"
"dehb_style","189908","6","-91.00482940673828","269268.64852404594"
"dehb_style","189908","7","-88.75431060791016","267085.9260549545"
"dehb_style","189908","8","-91.36034393310548","401465.1578726769"
"dehb_style","189908","9","-91.13336944580078","323413.282572031"
"dehb_style","189909","0","-86.00746154785156","80501.68026447296"
"dehb_style","189909","1","-85.54930877685547","68417.02638566494"
"dehb_style","189909","2","-85.48363494873047","59727.92164087296"
"dehb_style","189909","3","-84.17726135253906","53019.90620756149"
"dehb_style","189909","4","-82.39065551757812","245845.10076236725"
"dehb_style","189909","5","-85.66990661621094","102708.93338179588"
"dehb_style","189909","6","-83.71549987792969","67865.13117468357"
"dehb_style","189909","7","-80.11410522460938","128434.58797430992"
"dehb_style","189909","8","-81.62122344970703","103184.8772201538"
"dehb_style","189909","9","-81.04583740234375","120721.0529165268"
"dehb_style","34539","0","-98.13241577148438","79949.35267925262"
"dehb_style","34539","1","-98.13544464111328","59788.76960134506"
"dehb_style","34539","2","-98.05643463134766","35651.77811598778"
"dehb_style","34539","3","-97.89559173583984","39686.544729709625"
"dehb_style","34539","4","-98.08175659179688","39113.27075457573"
"dehb_style","34539","5","-98.0723114013672","59751.071066617966"
"dehb_style","34539","6","-98.11199951171876","52757.2826898098"
"dehb_style","34539","7","-98.08705139160156","74328.63350319862"
"dehb_style","34539","8","-98.08893585205078","54455.36586117744"
"dehb_style","34539","9","-97.9944839477539","48435.84487938881"
"dehb_style","3945","0","-98.64273071289062","134660.67560315132"
"dehb_style","3945","1","-98.6358871459961","106651.12103366852"
"dehb_style","3945","2","-98.62942504882812","63431.0467646122"
"dehb_style","3945","3","-98.59902954101562","73583.9402756691"
"dehb_style","3945","4","-98.6484375","77050.476790905"
"dehb_style","3945","5","-98.6571807861328","104635.04759049416"
"dehb_style","3945","6","-98.58991241455078","76249.8085256815"
"dehb_style","3945","7","-98.63703155517578","106641.7281832695"
"dehb_style","3945","8","-98.65679931640624","104674.8510133028"
"dehb_style","3945","9","-98.59864807128906","92972.844455719"
"dehb_style","7593","0","-85.27307891845703","1168666.3422193527"
"dehb_style","7593","1","-88.20339965820312","766105.9114584923"
"dehb_style","7593","2","-84.63533782958984","507073.95156240463"
"dehb_style","7593","3","-84.35746765136719","422878.6618556976"
"dehb_style","7593","4","-78.29889678955078","1120683.0821580887"
"dehb_style","7593","5","-86.56385040283203","917623.3298797607"
"dehb_style","7593","6","-86.81372833251953","954036.2469539642"
"dehb_style","7593","7","-82.66691589355469","503060.21683216095"
"dehb_style","7593","8","-87.07573699951172","1669819.9633026123"
"dehb_style","7593","9","-86.26107788085938","576600.4264779091"
"hat","126025","0","-86.82913208007812","46016.3792001009"
"hat","126025","1","-91.02904510498048","63778.31988477707"
"hat","126025","2","-89.21049499511719","56387.28473329544"
"hat","126025","3","-88.84371185302734","48973.7724518776"
"hat","126025","4","-89.06985473632812","35502.25623857975"
"hat","126025","5","-90.4027862548828","61611.765787005424"
"hat","126025","6","-88.93561553955078","58701.55339789391"
"hat","126025","7","-92.1909637451172","50282.8769505024"
"hat","126025","8","-91.14637756347656","43691.50673699379"
"hat","126025","9","-90.03289031982422","55670.42151594162"
"hat","126026","0","-96.12198638916016","18141.40712976456"
"hat","126026","1","-96.95693969726562","54165.681270718575"
"hat","126026","2","-96.87364196777344","58148.8258947134"
"hat","126026","3","-96.11976623535156","42341.72251176834"
"hat","126026","4","-96.61040496826172","41205.41419172287"
"hat","126026","5","-96.8833465576172","55513.28010028601"
"hat","126026","6","-96.06790924072266","43302.72168016434"
"hat","126026","7","-96.14569854736328","20044.309901475903"
"hat","126026","8","-97.53258514404295","42312.31327366829"
"hat","126026","9","-96.67707824707033","53880.88660973311"
"hat","126029","0","-93.14822387695312","48363.87707471848"
"hat","126029","1","-92.48506927490234","62596.48872196674"
"hat","126029","2","-92.5303726196289","51741.35401701927"
"hat","126029","3","-92.1771011352539","49751.4295579195"
"hat","126029","4","-92.78868865966795","43174.39214730263"
"hat","126029","5","-92.91399383544922","62303.30603957176"
"hat","126029","6","-92.44371032714844","56296.40789413452"
"hat","126029","7","-92.72216033935548","48806.2299567461"
"hat","126029","8","-92.17283630371094","48670.03611660004"
"hat","126029","9","-92.71143341064452","48932.06876039505"
"hat","146212","0","-97.9076690673828","72700.23149204254"
"hat","146212","1","-97.59725952148438","86164.24066257477"
"hat","146212","2","-97.7900161743164","76928.60497713089"
"hat","146212","3","-97.03431701660156","66346.7690615654"
"hat","146212","4","-97.6525650024414","74788.21367573738"
"hat","146212","5","-97.38497924804688","75294.82699108124"
"hat","146212","6","-97.5040283203125","79431.54854869843"
"hat","146212","7","-97.28932189941406","55884.26423478127"
"hat","146212","8","-97.0088882446289","71054.21038579941"
"hat","146212","9","-97.80245971679688","70069.96386861801"
"hat","167104","0","-92.83413696289062","27099.47436913848"
"hat","167104","1","-92.41056823730467","27030.60987329483"
"hat","167104","2","-93.05524444580078","32446.274753153324"
"hat","167104","3","-92.72037506103516","25485.96615543961"
"hat","167104","4","-92.4269561767578","31422.740094542503"
"hat","167104","5","-92.66533660888672","23821.514554083347"
"hat","167104","6","-93.90509796142578","24475.19721293449"
"hat","167104","7","-93.27544403076172","29208.49782255292"
"hat","167104","8","-92.43765258789062","19208.19470888376"
"hat","167104","9","-92.208740234375","26643.53603708744"
"hat","167149","0","-97.091552734375","30425.08360236883"
"hat","167149","1","-97.22335815429688","30307.504320144653"
"hat","167149","2","-96.46641540527344","34141.31654006243"
"hat","167149","3","-96.55010223388672","30866.12546533346"
"hat","167149","4","-97.2683334350586","33721.6965546608"
"hat","167149","5","-96.42552185058594","37068.8935315609"
"hat","167149","6","-95.60652160644533","13237.96167898178"
"hat","167149","7","-96.98534393310548","25059.816105246544"
"hat","167149","8","-96.83668518066406","27718.92845404148"
"hat","167149","9","-96.82586669921876","29575.16915822029"
"hat","167152","0","-96.76915740966795","52244.6450240612"
"hat","167152","1","-95.96946716308594","62669.16980242729"
"hat","167152","2","-96.29664611816406","54812.27241516113"
"hat","167152","3","-96.03533172607422","54673.94783234596"
"hat","167152","4","-96.1723861694336","57272.62837779522"
"hat","167152","5","-96.05050659179688","59042.11284780502"
"hat","167152","6","-96.03865814208984","58019.91313421726"
"hat","167152","7","-96.22058868408205","53743.19581735134"
"hat","167152","8","-96.20612335205078","50711.125433802605"
"hat","167152","9","-96.49913787841795","59119.428302168846"
"hat","167161","0","-82.59354400634766","33763.62824809551"
"hat","167161","1","-82.80874633789062","41461.63840723038"
"hat","167161","2","-84.90199279785156","36455.25250995159"
"hat","167161","3","-84.0370101928711","36157.9835255146"
"hat","167161","4","-83.74588775634766","35389.669822216034"
"hat","167161","5","-82.73908233642578","38261.28185725212"
"hat","167161","6","-86.52510833740234","36682.02147531509"
"hat","167161","7","-84.32913970947266","31571.501209259037"
"hat","167161","8","-77.29644775390625","15512.15485906601"
"hat","167161","9","-79.77906799316406","23248.322575449944"
"hat","167168","0","-80.32540893554688","39283.0330721736"
"hat","167168","1","-80.0494613647461","35706.385845422745"
"hat","167168","2","-76.30194854736328","19001.04131066799"
"hat","167168","3","-81.6363525390625","40471.725221037865"
"hat","167168","4","-80.10853576660156","39689.29306125641"
"hat","167168","5","-76.0440673828125","48061.07554781437"
"hat","167168","6","-80.1825180053711","40544.98596972227"
"hat","167168","7","-79.38130950927734","39057.901461303234"
"hat","167168","8","-76.72789764404297","15871.478171944618"
"hat","167168","9","-78.02259063720703","40230.6321284771"
"hat","167181","0","-90.24810028076172","36557.84775567055"
"hat","167181","1","-89.56184387207031","39545.5956941843"
"hat","167181","2","-91.77596282958984","41364.98845028877"
"hat","167181","3","-91.83367156982422","37860.53036749363"
"hat","167181","4","-91.86589813232422","38044.21259224415"
"hat","167181","5","-91.43682861328124","42926.688795268536"
"hat","167181","6","-91.34730529785156","35039.29537177086"
"hat","167181","7","-89.50106048583984","35129.488064825535"
"hat","167181","8","-90.65382385253906","38544.07817482948"
"hat","167181","9","-91.85279083251952","35687.65238261223"
"hat","167184","0","-80.29345703125","37278.0474845171"
"hat","167184","1","-81.07369232177734","46687.63842988014"
"hat","167184","2","-81.72434997558594","36750.95220220089"
"hat","167184","3","-81.9572525024414","39849.61665940285"
"hat","167184","4","-82.3041763305664","37707.1593862772"
"hat","167184","5","-80.62315368652344","44586.50651681423"
"hat","167184","6","-82.6448974609375","26787.92603635788"
"hat","167184","7","-81.88228607177734","41082.68114197254"
"hat","167184","8","-75.7939224243164","15691.50731742382"
"hat","167184","9","-80.29997253417969","37691.39329946041"
"hat","167185","0","-94.7428970336914","115389.051040411"
"hat","167185","1","-95.7359619140625","188482.188475132"
"hat","167185","2","-96.27437591552734","178556.27064085007"
"hat","167185","3","-95.49271392822266","166965.5826303959"
"hat","167185","4","-95.27432250976562","171179.26847839355"
"hat","167185","5","-95.40074157714844","175032.71129322052"
"hat","167185","6","-95.70165252685548","157349.0789256096"
"hat","167185","7","-94.52619934082033","48481.22334313393"
"hat","167185","8","-96.04125213623048","160721.33692097664"
"hat","167185","9","-95.78209686279295","169042.16119885445"
"hat","167190","0","-85.43746185302734","37377.74538362026"
"hat","167190","1","-85.68081665039062","48729.89531683922"
"hat","167190","2","-86.09911346435547","44596.402222156525"
"hat","167190","3","-86.2743911743164","41126.85273039341"
"hat","167190","4","-85.70925903320312","42921.45567262173"
"hat","167190","5","-85.92584991455078","49173.727253198624"
"hat","167190","6","-86.02803802490234","29438.76417517662"
"hat","167190","7","-86.16792297363281","41001.00818932056"
"hat","167190","8","-84.7219467163086","39167.012736201286"
"hat","167190","9","-85.16815948486328","42294.8960018158"
"hat","167200","0","-69.92597961425781","87877.31832075119"
"hat","167200","1","-72.87044525146484","105291.62646651268"
"hat","167200","2","-72.63566589355469","102774.17691683768"
"hat","167200","3","-69.59329223632812","52641.282454013824"
"hat","167200","4","-75.87716674804688","93515.27888154984"
"hat","167200","5","-72.31488037109375","93400.78103899956"
"hat","167200","6","-73.13001251220703","89594.7846057415"
"hat","167200","7","-73.7787094116211","77126.24526619911"
"hat","167200","8","-70.19637298583984","91579.1295683384"
"hat","167200","9","-70.47352600097656","45243.82550954819"
"hat","167201","0","-80.09770965576172","75977.62322974205"
"hat","167201","1","-77.12921905517578","92159.21373414992"
"hat","167201","2","-76.16524505615234","82404.11629915237"
"hat","167201","3","-77.1436767578125","72266.21042990685"
"hat","167201","4","-77.64323425292969","53970.728724718094"
"hat","167201","5","-79.37517547607422","89562.73614001274"
"hat","167201","6","-75.8881607055664","81400.42646765709"
"hat","167201","7","-75.85678100585938","70893.3355307579"
"hat","167201","8","-75.59994506835938","68436.65863513947"
"hat","167201","9","-75.39363098144531","72690.06036782265"
"hat","168329","0","-33.13837814331055","81520.07033121586"
"hat","168329","1","-27.72054100036621","86566.59674561024"
"hat","168329","2","-32.565677642822266","103749.12771856783"
"hat","168329","3","-30.20333671569824","87369.44424116611"
"hat","168329","4","-33.98796463012695","88383.04527318478"
"hat","168329","5","-30.658830642700195","96370.1002818346"
"hat","168329","6","-23.77301406860352","91405.80753338335"
"hat","168329","7","-33.573219299316406","70929.47574746609"
"hat","168329","8","-32.235679626464844","68014.22158002853"
"hat","168329","9","-25.04715919494629","76869.465644598"
"hat","168330","0","-69.31592559814453","78009.91886758804"
"hat","168330","1","-67.10614013671875","99633.54820251463"
"hat","168330","2","-66.7415771484375","98784.33014059068"
"hat","168330","3","-69.37603759765625","90649.58223748209"
"hat","168330","4","-67.17723846435547","83105.77690315247"
"hat","168330","5","-68.00655364990234","107863.00310826302"
"hat","168330","6","-69.24005889892578","94763.96813201904"
"hat","168330","7","-66.35326385498047","33085.10174393654"
"hat","168330","8","-69.69650268554688","69528.95695114136"
"hat","168330","9","-66.99815368652344","48147.78309869766"
"hat","168331","0","-57.79824066162109","77756.99681079388"
"hat","168331","1","-62.65711212158203","102565.18143177032"
"hat","168331","2","-62.25359344482422","95047.17623078825"
"hat","168331","3","-69.68720245361328","87120.38299107552"
"hat","168331","4","-66.1331787109375","76373.77857005596"
"hat","168331","5","-60.85447692871094","68257.38391149044"
"hat","168331","6","-62.94612884521485","41355.25668120384"
"hat","168331","7","-67.27587890625","77763.92783594131"
"hat","168331","8","-67.16241455078125","82551.513453722"
"hat","168331","9","-60.93983459472656","95046.8002165556"
"hat","168335","0","-90.38709259033205","39180.596100091934"
"hat","168335","1","-94.5509796142578","123347.48486542702"
"hat","168335","2","-93.2452392578125","121934.94338274002"
"hat","168335","3","-91.92472839355467","102621.89969408512"
"hat","168335","4","-94.5458755493164","97781.68132829666"
"hat","168335","5","-93.76473236083984","116755.01316821577"
"hat","168335","6","-93.18773651123048","66452.73972511292"
"hat","168335","7","-94.16793060302734","95731.82553195952"
"hat","168335","8","-92.70536041259766","76285.77923965454"
"hat","168335","9","-91.5702133178711","120730.8296778202"
"hat","168868","0","-98.6929168701172","74411.91950273514"
"hat","168868","1","-98.63208770751952","90528.05110883711"
"hat","168868","2","-98.6545181274414","80315.88433361053"
"hat","168868","3","-98.63741302490234","84525.08043050766"
"hat","168868","4","-98.6545181274414","63574.64965426922"
"hat","168868","5","-98.56674194335938","75096.83113336563"
"hat","168868","6","-98.68455505371094","83173.53268313408"
"hat","168868","7","-98.5363540649414","67631.18545818329"
"hat","168868","8","-98.55914306640624","82889.84672796726"
"hat","168868","9","-98.64501190185548","81546.70665490627"
"hat","168908","0","-81.94775390625","563660.1206772327"
"hat","168908","1","-82.07600402832031","661184.7627513409"
"hat","168908","2","-81.96611022949219","602596.6529052258"
"hat","168908","3","-82.6314926147461","579329.750567913"
"hat","168908","4","-83.51118469238281","600201.9129900932"
"hat","168908","5","-81.71582794189453","608501.3000566959"
"hat","168908","6","-83.70742797851562","584511.9854092598"
"hat","168908","7","-80.68233489990234","555464.0442838669"
"hat","168908","8","-80.94636535644531","582085.8041324615"
"hat","168908","9","-80.845458984375","558251.361749649"
"hat","168910","0","-71.9787826538086","123152.45158338548"
"hat","168910","1","-69.75910186767578","152945.25944662094"
"hat","168910","2","-69.600830078125","154251.47015857697"
"hat","168910","3","-67.5355224609375","170148.3760995865"
"hat","168910","4","-73.16777038574219","144875.83587646484"
"hat","168910","5","-71.76598358154297","170997.12702727318"
"hat","168910","6","-68.81704711914062","151328.4128496647"
"hat","168910","7","-71.5738754272461","159005.54497003555"
"hat","168910","8","-67.88582611083984","92239.91382169724"
"hat","168910","9","-67.48050689697266","134437.5799229145"
"hat","189354","0","-73.50791931152344","348563.1572237015"
"hat","189354","1","-74.07568359375","513183.99343156815"
"hat","189354","2","-74.94775390625","468441.3874192238"
"hat","189354","3","-75.99397277832031","404140.606924057"
"hat","189354","4","-78.42877960205078","296490.0574612617"
"hat","189354","5","-70.22720336914062","308798.00097966194"
"hat","189354","6","-73.5875473022461","393202.8567786217"
"hat","189354","7","-78.7433090209961","343164.9711737633"
"hat","189354","8","-74.34207153320312","334981.1484503746"
"hat","189354","9","-69.9686050415039","244663.3695197105"
"hat","189862","0","-85.28624725341797","36485.77513337135"
"hat","189862","1","-86.49740600585938","32870.32736194134"
"hat","189862","2","-86.35932922363281","47034.88905775547"
"hat","189862","3","-86.20217895507812","43148.10632228851"
"hat","189862","4","-86.75679779052734","45174.18980431557"
"hat","189862","5","-85.6434555053711","27480.80784189701"
"hat","189862","6","-88.64344024658203","44176.21232557297"
"hat","189862","7","-85.633544921875","39294.55665278435"
"hat","189862","8","-82.50780487060547","16582.593467473984"
"hat","189862","9","-86.28704071044922","40883.2443125248"
"hat","189865","0","-95.375","35955.00152158737"
"hat","189865","1","-95.37794494628906","35207.35426449776"
"hat","189865","2","-94.20279693603516","38987.603065252304"
"hat","189865","3","-94.35726928710938","38952.26193243265"
"hat","189865","4","-94.5910873413086","37775.25567942858"
"hat","189865","5","-93.61013793945312","36942.10956609249"
"hat","189865","6","-92.99821472167967","15663.072870612144"
"hat","189865","7","-95.18181610107422","36827.6911560297"
"hat","189865","8","-95.3540496826172","33551.691016972065"
"hat","189865","9","-94.15813446044922","35448.33277004957"
"hat","189866","0","-70.45635223388672","428341.6972641945"
"hat","189866","1","-75.52809143066406","552686.9585161209"
"hat","189866","2","-75.24515533447266","377589.1584415436"
"hat","189866","3","-72.68428039550781","418839.506667614"
"hat","189866","4","-75.27671813964844","473416.544260025"
"hat","189866","5","-70.54882049560547","530566.597464323"
"hat","189866","6","-71.03767395019531","307091.88687992096"
"hat","189866","7","-71.25385284423828","333772.5740852356"
"hat","189866","8","-72.82791137695312","399234.3935050965"
"hat","189866","9","-74.59656524658203","427137.817196846"
"hat","189873","0","-83.04630279541016","1084729.5005807877"
"hat","189873","1","-80.55374908447266","956494.4751739502"
"hat","189873","2","-80.65772247314453","1182278.0216679573"
"hat","189873","3","-84.87250518798828","1021624.9142131804"
"hat","189873","4","-81.38894653320312","833265.6410675049"
"hat","189873","5","-85.48330688476562","1306225.6844358444"
"hat","189873","6","-77.92845153808594","965041.306178093"
"hat","189873","7","-82.8045883178711","270926.7743368149"
"hat","189873","8","-84.62162017822266","806336.1750965118"
"hat","189873","9","-76.83515930175781","656154.3412895203"
"hat","189905","0","-93.58307647705078","26534.35597872734"
"hat","189905","1","-92.64496612548828","31231.02811461687"
"hat","189905","2","-93.92211151123048","32166.121302187443"
"hat","189905","3","-93.5776596069336","26828.75130277872"
"hat","189905","4","-92.31298065185548","29809.60810613632"
"hat","189905","5","-93.38987731933594","32338.47541385889"
"hat","189905","6","-93.90545654296876","29230.749095857143"
"hat","189905","7","-94.45917510986328","25786.14342886209"
"hat","189905","8","-91.60552978515624","25642.35880571604"
"hat","189905","9","-92.7428970336914","28369.400252997875"
"hat","189906","0","-89.79498291015625","43584.93485605717"
"hat","189906","1","-88.84200286865234","46348.14890110493"
"hat","189906","2","-88.79369354248047","46835.69548654556"
"hat","189906","3","-86.04397583007812","43045.12819290161"
"hat","189906","4","-87.45756530761719","44574.67955636978"
"hat","189906","5","-87.598388671875","50236.64823526144"
"hat","189906","6","-86.95755004882812","43626.375420212746"
"hat","189906","7","-88.64959716796875","41802.808218956"
"hat","189906","8","-85.9948501586914","23791.39446991682"
"hat","189906","9","-87.8956298828125","44119.329905331135"
"hat","189908","0","-89.2077407836914","90553.76235127448"
"hat","189908","1","-90.46417236328124","310580.3959901333"
"hat","189908","2","-87.98112487792969","155095.04603624344"
"hat","189908","3","-88.67559051513672","107461.04169249536"
"hat","189908","4","-86.7983169555664","128449.72259235382"
"hat","189908","5","-88.90817260742188","234106.8390753269"
"hat","189908","6","-87.47781372070312","198410.2660112381"
"hat","189908","7","-88.73616027832031","95451.8053395748"
"hat","189908","8","-89.9541015625","264488.2326872349"
"hat","189908","9","-87.64436340332031","283549.4226067066"
"hat","189909","0","-78.36669158935547","47975.48818182945"
"hat","189909","1","-76.03260040283203","59540.64969396591"
"hat","189909","2","-77.68463897705078","60013.91926884651"
"hat","189909","3","-77.20838928222656","40597.85638940334"
"hat","189909","4","-77.3840103149414","45896.93196380138"
"hat","189909","5","-77.37025451660156","64639.30614495277"
"hat","189909","6","-80.06893920898438","57534.27978014946"
"hat","189909","7","-78.37577056884766","36938.323788166046"
"hat","189909","8","-78.73326873779297","44423.54827928543"
"hat","189909","9","-75.19020080566406","19198.380079746246"
"hat","34539","0","-97.67363739013672","43335.6333245039"
"hat","34539","1","-97.78511810302734","49872.50740003586"
"hat","34539","2","-97.52694702148438","53089.65338802338"
"hat","34539","3","-97.6205825805664","49362.84627878666"
"hat","34539","4","-97.6608428955078","44434.64717280865"
